ACRS Report Type,Date and Time,Route Type,Road Name,Municipality,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver At Fault,Injury Severity,Driver Distracted By,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make,Wind Speed (MPH),TMP10-DK ,Relative Humidity (%),Rain (Inches)
Injury Crash,10-10-2022 14:47,Municipality,N SUMMIT AVE,GAITHERSBURG,OTHER,N/A,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,35,2017,HONDA,6,64.1,58,0
Injury Crash,10-10-2022 16:08,US (State),COLUMBIA PIKE,N/A,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,Yes,POSSIBLE INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,ACCELERATING,East,East,35,2011,TOYOTA,1.7,38.6,33.1,0
Property Damage Crash,10-10-2022 16:13,County,MIDDLEBROOK RD,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,2015,GMC,8.8,65.5,40.1,0
Injury Crash,10-10-2022 16:36,Maryland (State),QUINCE ORCHARD RD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,POSSIBLE INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,SLOWING OR STOPPING,South,South,50,2009,HOND,4.6,80.2,61.4,0
Injury Crash,10-10-2022 16:45,,,,SINGLE VEHICLE,RAINING,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,BACKING,North,North,0,1999,MERCURY,3.6,61.6,56.2,0
Property Damage Crash,10-10-2022 16:45,County,WATKINS MILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,35,2016,FORD,2,69.9,70.1,0
Property Damage Crash,10-10-2022 16:54,Municipality,COLLEGE PKWY,ROCKVILLE,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,PARKED,,,25,1988,BMW,1.2,57,48.5,0
Property Damage Crash,10-10-2022 16:54,Maryland (State),W JEFFERSON ST,ROCKVILLE,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DUSK,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,ENTERING TRAFFIC LANE,East,South,30,2001,CHEV,7.5,68.6,61.8,0
Property Damage Crash,10-10-2022 17:08,Maryland (State),CLOPPER RD,GAITHERSBURG,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,North,East,25,2016,HYUNDAI,4.2,72.1,52.2,0
Property Damage Crash,10-10-2022 17:08,Maryland (State),KNOWLES AVE,KENSINGTON,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,30,2013,HOND,1.2,59.7,58.1,0
Injury Crash,10-10-2022 17:15,Maryland (State),VEIRS MILL RD,ROCKVILLE,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2014,LEXUS,5.4,73.9,40.6,0
Injury Crash,10-10-2022 17:39,Maryland (State),ROCKVILLE PIKE,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,SUSPECTED SERIOUS INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,North,South,35,2007,ACURA,2.4,47.1,45.5,0
Property Damage Crash,10-10-2022 17:39,Maryland (State),MUNCASTER MILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,West,West,40,2008,JEEP,9.3,63.7,50.2,0
Property Damage Crash,10-10-2022 17:43,Maryland (State),FREDERICK RD,GAITHERSBURG,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,2009,VOLKS,4.5,55,49.2,0
Property Damage Crash,10-10-2022 17:45,Maryland (State),GEORGIA AVE,N/A,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,TRANSIT BUS,MOVING CONSTANT SPEED,South,South,35,2016,NEW FLYER,1,49.2,44.1,0
Injury Crash,10-10-2022 17:45,County,GREENCASTLE RD,N/A,HEAD ON,CLEAR,DRY,DUSK,N/A,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2014,CHEVY,2.4,53.3,25.4,0
Injury Crash,10-10-2022 17:48,US (State),COLUMBIA PIKE,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,East,South,50,2017,LEXUS,6.9,49.5,42.9,0
Property Damage Crash,10-10-2022 17:48,County,BEL PRE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,West,West,35,2012,ACURA,2.7,43.5,33.5,0
Property Damage Crash,10-10-2022 18:00,Maryland (State),CONNECTICUT AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2018,SUBARU,3.7,66.8,49.2,0
Property Damage Crash,10-10-2022 18:00,County,BROADBIRCH DR,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,ACCELERATING,East,East,30,2012,SUBA,3,46.6,38.9,0
Property Damage Crash,10-10-2022 19:26,Maryland (State),ROCKVILLE PIKE,N/A,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,West,West,25,2006,HYUNDAI,12.7,57.1,42.2,0
Property Damage Crash,10-10-2022 19:26,Maryland (State),FREDERICK RD,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,FIRE VEHICLE/EMERGENCY,SLOWING OR STOPPING,North,North,45,2007,SPAT,7.8,86.5,56.2,0
Property Damage Crash,10-10-2022 19:40,US (State),COLESVILLE RD,N/A,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,1997,HOND,2.7,62.8,39.8,0
Injury Crash,10-10-2022 19:44,Maryland (State),OLNEY SANDY SPRING RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,2011,CADI,1,67.2,47.5,0
Property Damage Crash,10-10-2022 21:01,Maryland (State),CONNECTICUT AVE,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,2001,HONDA,5.9,66,43.5,0
Injury Crash,10-10-2022 21:01,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,South,45,2014,TOYOTA,1.9,61.2,47.6,0
Injury Crash,11-10-2022 00:32,Maryland (State),MUNCASTER MILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,CHANGING LANES,East,East,40,2020,NISSAN,9.7,46.1,24.7,0
Property Damage Crash,11-10-2022 03:42,US (State),COLUMBIA PIKE,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,South,South,50,2009,HYUNDAI,2.7,73.1,57.8,0
Property Damage Crash,11-10-2022 03:42,County,HITCHING POST LA,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Unknown,NO APPARENT INJURY,NOT DISTRACTED,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",UNKNOWN,South,South,10,2011,MACK,1.3,51.5,45.5,0
Property Damage Crash,11-10-2022 06:41,,,,OTHER,CLEAR,,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,SCHOOL BUS,PARKED,,,0,2019,FRHT,6.4,64,44.7,0
Property Damage Crash,11-10-2022 06:41,Municipality,WATKINS MILL RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,SCHOOL BUS,STOPPED IN TRAFFIC LANE,South,South,35,2018,THMS,1.4,78.2,49.2,0
Injury Crash,11-10-2022 07:20,Maryland (State),GEORGIA AVE,N/A,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,,MAKING LEFT TURN,North,East,30,0,UNKNOWN,3.9,51.9,46.4,0
Injury Crash,11-10-2022 09:00,County,GOSHEN RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,ACCELERATING,West,South,35,2015,TOYT,1.1,64.3,61.3,0.01
Property Damage Crash,11-10-2022 09:00,Maryland (State),CONNECTICUT AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2003,JEEP,3,76.9,40.1,0
Injury Crash,11-10-2022 09:59,Maryland (State),NEW HAMPSHIRE AVE,N/A,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,North,45,2008,JEEP,4.2,72.3,54.5,0
Injury Crash,11-10-2022 09:59,Maryland (State),CONNECTICUT AVE,KENSINGTON,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2014,TOYT,2.2,50.5,46.8,0
Injury Crash,11-10-2022 10:17,County,GREENCASTLE RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,1989,BUICK,2.3,41.3,31.2,0
Property Damage Crash,11-10-2022 11:30,Maryland (State),UNIVERSITY BLVD W,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,South,40,2002,TOYT,2.1,52,43.3,0
Property Damage Crash,11-10-2022 11:30,Ramp,RAMP 7 FR RAMP 2 (FR IS 495) TO MD 97 SB,N/A,SAME DIR REAR END,CLEAR,N/A,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",SLOWING OR STOPPING,North,West,25,2019,FORD,4.8,68.2,42.1,0
Property Damage Crash,11-10-2022 11:36,County,E JEFFERSON ST,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,2013,BUIC,8,75.2,60.4,0
Property Damage Crash,11-10-2022 12:00,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DARK LIGHTS ON,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,BACKING,Unknown,Unknown,25,2003,TOYOTA,3,44.5,31.5,0
Injury Crash,11-10-2022 12:00,Municipality,WILLIAMS LA,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2007,FORD,1.4,53.7,49.6,0
Injury Crash,11-10-2022 12:29,Maryland (State),GREAT SENECA HWY,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,West,35,2019,HONDA,1,58.7,54.3,0
Property Damage Crash,11-10-2022 12:29,US (State),COLESVILLE RD,N/A,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAWN,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,North,North,35,2005,STER,7.8,77.8,55.5,0
Property Damage Crash,11-10-2022 13:14,US (State),COLESVILLE RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,35,2014,FORD,5.6,57.8,57.9,0.01
Property Damage Crash,11-10-2022 14:19,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,ENTERING TRAFFIC LANE,North,North,40,2015,MERCEDES,10.6,68.4,44,0
Property Damage Crash,11-10-2022 14:19,County,ROSS RD,N/A,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,SCHOOL BUS,BACKING,North,South,25,2011,THOMAS,9.1,66.1,34.4,0
Property Damage Crash,11-10-2022 14:48,Maryland (State),FREDERICK RD,N/A,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,VAN,MAKING RIGHT TURN,East,North,40,2011,FORD,1,49.9,46.7,0
Property Damage Crash,11-10-2022 14:48,County,SNOUFFERS SCHOOL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,2013,NISS,2.5,71.1,55.8,0
Property Damage Crash,11-10-2022 15:15,Municipality,NELSON ST,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING RIGHT TURN,North,West,25,2008,CHRY,1.6,46.6,40.1,0
Injury Crash,11-10-2022 15:15,Maryland (State),UNIVERSITY BLVD E,N/A,SAME DIR REAR END,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,40,2003,CHEVY,4.4,67.9,40.8,0
Injury Crash,11-10-2022 15:30,Maryland (State),VEIRS MILL RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Unknown,POSSIBLE INJURY,UNKNOWN,MOTORCYCLE,ACCELERATING,South,South,40,2012,MITT,6.7,51.1,35.9,0
Property Damage Crash,11-10-2022 15:30,Maryland (State),VEIRS MILL RD,ROCKVILLE,SINGLE VEHICLE,OTHER,WET,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,40,2004,HYUNDAI,1.8,55.5,49,0
Property Damage Crash,11-10-2022 15:45,County,SCARLET LEAF CIR,N/A,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,PASSENGER CAR,BACKING,North,North,25,2007,HONDA,2.5,72.5,59.9,0
Property Damage Crash,11-10-2022 17:04,,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,PARKED,,,5,1999,MERZ,1,54.9,51.3,0
Injury Crash,11-10-2022 17:06,County,STRINGTOWN RD,N/A,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,,UNKNOWN,North,North,40,0,UNKNOWN,4.2,69.5,67.8,0
Property Damage Crash,11-10-2022 17:06,County,CASHELL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING RIGHT TURN,East,East,30,2018,FORD,6.8,74.5,44.3,0
Property Damage Crash,11-10-2022 17:30,,,,ANGLE MEETS LEFT HEAD ON,BLOWING SNOW,,DUSK,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,10,2010,SUBARU,2.9,66.9,42.5,0
Property Damage Crash,11-10-2022 17:30,Maryland (State),UNIVERSITY BLVD W,N/A,SAME DIRECTION SIDESWIPE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,UNKNOWN,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,35,2013,CHEVEROLET,3.3,53.8,51.1,0
Property Damage Crash,11-10-2022 17:47,,,,SAME DIR REND LEFT TURN,CLOUDY,,N/A,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PICKUP TRUCK,SLOWING OR STOPPING,East,East,10,1999,GMC,4,62.3,46.8,0
Property Damage Crash,11-10-2022 17:47,Other Public Roadway,OBSERVATION DR,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER CELLULAR PHONE RELATED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,2016,TOYOTA,11.6,52,39.9,0
Injury Crash,11-10-2022 18:00,County,BRIGGS CHANEY RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,2013,NISSAN,5.2,48.6,22.9,0
Injury Crash,11-10-2022 18:00,US (State),COLESVILLE RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,West,West,35,2022,TESLA,2.5,66.6,59.4,0
Property Damage Crash,11-10-2022 18:13,Maryland (State),OLD GEORGETOWN RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2021,HYUNDAI,11.4,50.3,39.6,0
Property Damage Crash,11-10-2022 18:13,County,MEDICAL CENTER DR,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,CHANGING LANES,West,West,25,2021,GILG,1.1,62.1,54.4,0
Property Damage Crash,11-10-2022 18:35,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,35,2014,TOYT,5.4,71.6,57.7,0
Property Damage Crash,11-10-2022 18:35,Maryland (State),CLOPPER RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,BY OTHER OCCUPANTS,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2005,VOLKSWAGEM,1.3,51.6,48.7,0
Injury Crash,11-10-2022 18:37,County,ARCOLA AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,VAN,STARTING FROM LANE,West,West,25,2016,TOYOTA,1.9,66.4,56.6,0
Property Damage Crash,11-10-2022 19:11,Maryland (State),ROCKVILLE PIKE,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PICKUP TRUCK,CHANGING LANES,North,North,35,2008,TOYOTA,3.9,78.3,65.8,0
Property Damage Crash,11-10-2022 19:11,US (State),COLUMBIA PIKE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,50,2012,NISSAN,0.9,51.9,46.8,0
Property Damage Crash,11-10-2022 19:19,Maryland (State),RIDGE RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,North,30,2008,DODGE,1,54,52,0
Property Damage Crash,11-10-2022 19:19,Maryland (State),EAST WEST HWY,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,35,2001,JEEP,7.3,50.8,49.6,0.06
Injury Crash,11-10-2022 19:29,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,ACCELERATING,North,North,45,2005,TOYOTA,4.2,73.3,50.3,0
Property Damage Crash,11-10-2022 19:29,County,SHADY GROVE RD,N/A,SINGLE VEHICLE,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,45,2020,TESLA,3.1,51.1,39.8,0
Property Damage Crash,11-10-2022 19:30,County,MIDDLEBROOK RD,N/A,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING U TURN,East,West,35,2012,ACURA,2.2,59.4,53.5,0
Property Damage Crash,11-10-2022 20:50,Municipality,CONCORD ST,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,25,2016,AUDI,6.4,69.7,47.4,0
Property Damage Crash,11-10-2022 21:00,Maryland (State),MONTGOMERY VILLAGE AVE,GAITHERSBURG,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,35,2017,TOYOTA,4.8,54,30,0
Property Damage Crash,11-10-2022 21:00,County,RANDOLPH RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2017,TOYOTA,3.3,50.6,40,0
Injury Crash,11-10-2022 21:50,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,VAN,SLOWING OR STOPPING,South,South,35,2016,TOYOTA,9.7,50.5,29.2,0
Property Damage Crash,11-10-2022 21:50,County,CASTLE BLVD,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,POLICE VEHICLE/EMERGENCY,MAKING U TURN,South,North,30,2006,DODGE,3.2,68.3,50,0
Injury Crash,11-10-2022 22:30,Maryland (State),VEIRS MILL RD,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,35,2018,TOYOTA,4.3,48.9,23.2,0
Property Damage Crash,12-10-2022 00:28,Maryland (State),VEIRS MILL RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,BY MOVING OBJECT IN VEHICLE,PASSENGER CAR,MAKING RIGHT TURN,West,South,35,2004,HONDA,2.6,70.5,24.8,0
Injury Crash,12-10-2022 00:28,Maryland (State),EAST WEST HWY,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,STOP SIGN,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,30,2007,MITSUBISHI,2.6,60.9,55.4,0
Injury Crash,12-10-2022 01:37,,,,OTHER,N/A,,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,(SPORT) UTILITY VEHICLE,PARKING,Unknown,Unknown,15,2014,JEEP,4,64.7,63.7,0
Property Damage Crash,12-10-2022 04:54,Maryland (State),CLOPPER RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2012,HOND,2.1,57.1,51.3,0
